"Date","Depth","TN_interp"
2015-05-11,5.5,NA
2015-05-11,5.8,NA
2015-05-11,6,NA
2015-05-11,6.2,149
2015-05-11,8,326
2015-05-11,9,227.5
2015-05-11,9.3,NA
2015-05-14,0.1,162.75
2015-05-14,1,NA
2015-05-14,1.6,125.5
2015-05-14,2.8,NA
2015-05-14,3.8,138.25
2015-05-14,5,174
2015-05-14,5.2,NA
2015-05-14,5.5,NA
2015-05-14,5.8,NA
2015-05-14,6,NA
2015-05-14,6.2,161.5
2015-05-14,8,296
2015-05-14,9,203.25
2015-05-14,9.3,NA
2015-05-18,0.1,129.5
2015-05-18,1,NA
2015-05-18,1.6,138
2015-05-18,2.8,NA
2015-05-18,3.8,155
2015-05-18,5,169
2015-05-18,5.2,NA
2015-05-18,5.5,NA
2015-05-18,5.8,NA
2015-05-18,6,NA
2015-05-18,6.2,174
2015-05-18,8,266
2015-05-18,9,179
2015-05-18,9.3,NA
2015-05-21,0.1,117.75
2015-05-21,1,NA
2015-05-21,1.6,135.5
2015-05-21,2.8,NA
2015-05-21,3.8,147.5
2015-05-21,5,157.5
2015-05-21,5.2,NA
2015-05-21,5.5,NA
2015-05-21,5.8,NA
2015-05-21,6,NA
2015-05-21,6.2,188
2015-05-21,8,245
2015-05-21,9,182.5
2015-05-21,9.3,NA
2015-05-25,0.1,106
2015-05-25,1,NA
2015-05-25,1.6,133
2015-05-25,2.8,NA
2015-05-25,3.8,140
2015-05-25,5,146
2015-05-25,5.2,NA
2015-05-25,5.5,NA
2015-05-25,5.8,NA
2015-05-25,6,NA
2015-05-25,6.2,202
2015-05-25,8,224
2015-05-25,9,186
2015-05-25,9.3,NA
2015-05-28,0.1,128
2015-05-28,1,NA
2015-05-28,1.6,152.5
2015-05-28,2.8,NA
2015-05-28,3.8,187.5
2015-05-28,5,160.5
2015-05-28,5.2,NA
2015-05-28,5.5,NA
2015-05-28,5.8,NA
2015-05-28,6,NA
2015-05-28,6.2,189
2015-05-28,8,219
2015-05-28,9,206
2015-05-28,9.3,NA
2015-06-08,0.1,150
2015-06-08,1,NA
2015-06-08,1.6,172
2015-06-08,2.8,NA
2015-06-08,3.8,235
2015-06-08,5,175
2015-06-08,5.2,NA
2015-06-08,5.5,NA
2015-06-08,5.8,NA
2015-06-08,6,NA
2015-06-08,6.2,176
2015-06-08,8,214
2015-06-08,9,226
2015-06-08,9.3,NA
2015-06-11,0.1,152.5
2015-06-11,1,NA
2015-06-11,1.6,144
2015-06-11,2.8,NA
2015-06-11,3.8,200.5
2015-06-11,5,180
2015-06-11,5.2,NA
2015-06-11,5.5,NA
2015-06-11,5.8,NA
2015-06-11,6,NA
2015-06-11,6.2,171.5
2015-06-11,8,200.5
2015-06-11,9,249.25
2015-06-11,9.3,NA
2015-06-15,0.1,155
2015-06-15,1,NA
2015-06-15,1.6,116
2015-06-15,2.8,NA
2015-06-15,3.8,166
2015-06-15,5,185
2015-06-15,5.2,NA
2015-06-15,5.5,NA
2015-06-15,5.8,NA
2015-06-15,6,NA
2015-06-15,6.2,167
2015-06-15,8,187
2015-06-15,9,272.5
2015-06-15,9.3,NA
2015-06-18,0.1,156.666666666667
2015-06-18,1,NA
2015-06-18,1.6,133.333333333333
2015-06-18,2.8,NA
2015-06-18,3.8,162
2015-06-18,5,196.666666666667
2015-06-18,5.2,NA
2015-06-18,5.5,NA
2015-06-18,5.8,NA
2015-06-18,6,NA
2015-06-18,6.2,180.333333333333
2015-06-18,8,182.333333333333
2015-06-18,9,285
2015-06-18,9.3,NA
2015-06-19,0.1,158.333333333333
2015-06-19,1,NA
2015-06-19,1.6,150.666666666667
2015-06-19,2.8,NA
2015-06-19,3.8,158
2015-06-19,5,208.333333333333
2015-06-19,5.2,NA
2015-06-19,5.5,NA
2015-06-19,5.8,NA
2015-06-19,6,NA
2015-06-19,6.2,193.666666666667
2015-06-19,8,177.666666666667
2015-06-19,9,297.5
2015-06-19,9.3,NA
2015-06-22,0.1,160
2015-06-22,1,NA
2015-06-22,1.6,168
2015-06-22,2.8,NA
2015-06-22,3.8,154
2015-06-22,5,220
2015-06-22,5.2,NA
2015-06-22,5.5,NA
2015-06-22,5.8,NA
2015-06-22,6,NA
2015-06-22,6.2,207
2015-06-22,8,173
2015-06-22,9,310
2015-06-22,9.3,NA
2015-06-23,0.1,163
2015-06-23,1,NA
2015-06-23,1.6,172.033333333333
2015-06-23,2.8,NA
2015-06-23,3.8,158.666666666667
2015-06-23,5,207
2015-06-23,5.2,NA
2015-06-23,5.5,NA
2015-06-23,5.8,NA
2015-06-23,6,NA
2015-06-23,6.2,214.2
2015-06-23,8,188.666666666667
2015-06-23,9,280.333333333333
2015-06-23,9.3,NA
2015-06-25,0.1,166
2015-06-25,1,NA
2015-06-25,1.6,176.066666666667
2015-06-25,2.8,NA
2015-06-25,3.8,163.333333333333
2015-06-25,5,194
2015-06-25,5.2,NA
2015-06-25,5.5,NA
2015-06-25,5.8,NA
2015-06-25,6,NA
2015-06-25,6.2,221.4
2015-06-25,8,204.333333333333
2015-06-25,9,250.666666666667
2015-06-25,9.3,NA
2015-06-29,0.1,169
2015-06-29,1,NA
2015-06-29,1.6,180.1
2015-06-29,2.8,NA
2015-06-29,3.8,168
2015-06-29,5,181
2015-06-29,5.2,NA
2015-06-29,5.5,NA
2015-06-29,5.8,NA
2015-06-29,6,NA
2015-06-29,6.2,228.6
2015-06-29,8,220
2015-06-29,9,221
2015-06-29,9.3,NA
2015-07-02,0.1,263
2015-07-02,1,NA
2015-07-02,1.6,248.55
2015-07-02,2.8,NA
2015-07-02,3.8,234
2015-07-02,5,194
2015-07-02,5.2,NA
2015-07-02,5.5,NA
2015-07-02,5.8,NA
2015-07-02,6,NA
2015-07-02,6.2,235.8
2015-07-02,8,216
2015-07-02,9,217
2015-07-02,9.3,NA
2015-07-06,0.1,357
2015-07-06,1,NA
2015-07-06,1.6,317
2015-07-06,2.8,NA
2015-07-06,3.8,300
2015-07-06,5,207
2015-07-06,5.2,NA
2015-07-06,5.5,NA
2015-07-06,5.8,NA
2015-07-06,6,NA
2015-07-06,6.2,243
2015-07-06,8,212
2015-07-06,9,213
2015-07-06,9.3,NA
2015-07-09,0.1,544.95
2015-07-09,1,NA
2015-07-09,1.6,405.75
2015-07-09,2.8,NA
2015-07-09,3.8,306.5
2015-07-09,5,158.5
2015-07-09,5.2,NA
2015-07-09,5.5,NA
2015-07-09,5.8,NA
2015-07-09,6,NA
2015-07-09,6.2,217.35
2015-07-09,8,208.5
2015-07-09,9,188
2015-07-09,9.3,NA
2015-07-13,0.1,732.9
2015-07-13,1,NA
2015-07-13,1.6,494.5
2015-07-13,2.8,NA
2015-07-13,3.8,313
2015-07-13,5,110
2015-07-13,5.2,NA
2015-07-13,5.5,NA
2015-07-13,5.8,NA
2015-07-13,6,NA
2015-07-13,6.2,191.7
2015-07-13,8,205
2015-07-13,9,163
2015-07-13,9.3,NA
2015-07-16,0.1,496.45
2015-07-16,1,NA
2015-07-16,1.6,368.75
2015-07-16,2.8,NA
2015-07-16,3.8,304.5
2015-07-16,5,211
2015-07-16,5.2,NA
2015-07-16,5.5,NA
2015-07-16,5.8,NA
2015-07-16,6,NA
2015-07-16,6.2,248.35
2015-07-16,8,290
2015-07-16,9,308.7
2015-07-16,9.3,NA
2015-07-20,0.1,260
2015-07-20,1,NA
2015-07-20,1.6,243
2015-07-20,2.8,NA
2015-07-20,3.8,296
2015-07-20,5,312
2015-07-20,5.2,NA
2015-07-20,5.5,NA
2015-07-20,5.8,NA
2015-07-20,6,NA
2015-07-20,6.2,305
2015-07-20,8,375
2015-07-20,9,454.4
2015-07-20,9.3,NA
2015-07-23,0.1,245.25
2015-07-23,1,NA
2015-07-23,1.6,209
2015-07-23,2.8,NA
2015-07-23,3.8,272
2015-07-23,5,293.55
2015-07-23,5.2,NA
2015-07-23,5.5,NA
2015-07-23,5.8,NA
2015-07-23,6,NA
2015-07-23,6.2,356.75
2015-07-23,8,396
2015-07-23,9,480.85
2015-07-23,9.3,NA
2015-07-27,0.1,230.5
2015-07-27,1,NA
2015-07-27,1.6,175
2015-07-27,2.8,NA
2015-07-27,3.8,248
2015-07-27,5,275.1
2015-07-27,5.2,NA
2015-07-27,5.5,NA
2015-07-27,5.8,NA
2015-07-27,6,NA
2015-07-27,6.2,408.5
2015-07-27,8,417
2015-07-27,9,507.3
2015-07-27,9.3,NA
2015-07-30,0.1,215.75
2015-07-30,1,NA
2015-07-30,1.6,191
2015-07-30,2.8,NA
2015-07-30,3.8,384.6
2015-07-30,5,264.05
2015-07-30,5.2,NA
2015-07-30,5.5,NA
2015-07-30,5.8,NA
2015-07-30,6,NA
2015-07-30,6.2,359.25
2015-07-30,8,496.55
2015-07-30,9,542
2015-07-30,9.3,NA
2015-08-03,0.1,201
2015-08-03,1,NA
2015-08-03,1.6,207
2015-08-03,2.8,NA
2015-08-03,3.8,521.2
2015-08-03,5,253
2015-08-03,5.2,NA
2015-08-03,5.5,NA
2015-08-03,5.8,NA
2015-08-03,6,NA
2015-08-03,6.2,310
2015-08-03,8,576.1
2015-08-03,9,576.7
2015-08-03,9.3,NA
2015-08-08,0.1,224.85
2015-08-08,1,NA
2015-08-08,1.6,226.5
2015-08-08,2.8,NA
2015-08-08,3.8,492.966666666667
2015-08-08,5,246.675
2015-08-08,5.2,NA
2015-08-08,5.5,NA
2015-08-08,5.8,NA
2015-08-08,6,NA
2015-08-08,6.2,372.725
2015-08-08,8,693.75
2015-08-08,9,675.775
2015-08-08,9.3,NA
2015-08-15,0.1,248.7
2015-08-15,1,NA
2015-08-15,1.6,246
2015-08-15,2.8,NA
2015-08-15,3.8,464.733333333333
2015-08-15,5,240.35
2015-08-15,5.2,NA
2015-08-15,5.5,NA
2015-08-15,5.8,NA
2015-08-15,6,NA
2015-08-15,6.2,435.45
2015-08-15,8,811.4
2015-08-15,9,774.85
2015-08-15,9.3,NA
2015-08-22,0.1,272.55
2015-08-22,1,NA
2015-08-22,1.6,265.5
2015-08-22,2.8,NA
2015-08-22,3.8,436.5
2015-08-22,5,234.025
2015-08-22,5.2,NA
2015-08-22,5.5,NA
2015-08-22,5.8,NA
2015-08-22,6,NA
2015-08-22,6.2,498.175
2015-08-22,8,929.05
2015-08-22,9,873.925
2015-08-22,9.3,NA
2015-08-31,0.1,296.4
2015-08-31,1,NA
2015-08-31,1.6,285
2015-08-31,2.8,NA
2015-08-31,3.8,408.266666666667
2015-08-31,5,227.7
2015-08-31,5.2,NA
2015-08-31,5.5,NA
2015-08-31,5.8,NA
2015-08-31,6,NA
2015-08-31,6.2,560.9
2015-08-31,8,1046.7
2015-08-31,9,973
2015-08-31,9.3,NA
2015-09-04,0.1,313.25
2015-09-04,1,NA
2015-09-04,1.6,313.55
2015-09-04,2.8,NA
2015-09-04,3.8,380.033333333333
2015-09-04,5,282.9
2015-09-04,5.2,NA
2015-09-04,5.5,NA
2015-09-04,5.8,NA
2015-09-04,6,NA
2015-09-04,6.2,492.45
2015-09-04,8,961.35
2015-09-04,9,1031.3
2015-09-04,9.3,NA
2015-09-07,0.1,330.1
2015-09-07,1,NA
2015-09-07,1.6,342.1
2015-09-07,2.8,NA
2015-09-07,3.8,351.8
2015-09-07,5,338.1
2015-09-07,5.2,NA
2015-09-07,5.5,NA
2015-09-07,5.8,NA
2015-09-07,6,NA
2015-09-07,6.2,424
2015-09-07,8,876
2015-09-07,9,1089.6
2015-09-07,9.3,NA
2015-09-14,0.1,306.7
2015-09-14,1,NA
2015-09-14,1.6,252.8
2015-09-14,2.8,NA
2015-09-14,3.8,267
2015-09-14,5,132.7
2015-09-14,5.2,NA
2015-09-14,5.5,NA
2015-09-14,5.8,NA
2015-09-14,6,NA
2015-09-14,6.2,1025.2
2015-09-14,8,1047.3
2015-09-14,9,1100
2015-09-14,9.3,NA
2015-09-18,0.1,306.35
2015-09-18,1,NA
2015-09-18,1.6,268.9
2015-09-18,2.8,NA
2015-09-18,3.8,257.95
2015-09-18,5,212.25
2015-09-18,5.2,NA
2015-09-18,5.5,NA
2015-09-18,5.8,NA
2015-09-18,6,NA
2015-09-18,6.2,1030.75
2015-09-18,8,1023.65
2015-09-18,9,1178.65
2015-09-18,9.3,NA
2015-09-21,0.1,306
2015-09-21,1,NA
2015-09-21,1.6,285
2015-09-21,2.8,NA
2015-09-21,3.8,248.9
2015-09-21,5,291.8
2015-09-21,5.2,NA
2015-09-21,5.5,NA
2015-09-21,5.8,NA
2015-09-21,6,NA
2015-09-21,6.2,1036.3
2015-09-21,8,1000
2015-09-21,9,1257.3
2015-09-21,9.3,NA
2015-09-28,0.1,234
2015-09-28,1,NA
2015-09-28,1.6,266
2015-09-28,2.8,NA
2015-09-28,3.8,232
2015-09-28,5,236
2015-09-28,5.2,NA
2015-09-28,5.5,NA
2015-09-28,5.8,NA
2015-09-28,6,NA
2015-09-28,6.2,397
2015-09-28,8,1120
2015-09-28,9,1020
2015-09-28,9.3,NA
2015-10-02,0.1,229.5
2015-10-02,1,NA
2015-10-02,1.6,243
2015-10-02,2.8,NA
2015-10-02,3.8,227
2015-10-02,5,235
2015-10-02,5.2,NA
2015-10-02,5.5,NA
2015-10-02,5.8,NA
2015-10-02,6,NA
2015-10-02,6.2,313
2015-10-02,8,675.5
2015-10-02,9,627
2015-10-02,9.3,NA
2015-10-05,0.1,225
2015-10-05,1,NA
2015-10-05,1.6,220
2015-10-05,2.8,NA
2015-10-05,3.8,222
2015-10-05,5,234
2015-10-05,5.2,NA
2015-10-05,5.5,NA
2015-10-05,5.8,NA
2015-10-05,6,NA
2015-10-05,6.2,229
2015-10-05,8,231
2015-10-05,9,234
2015-10-05,9.3,NA
2015-10-12,0.1,213
2015-10-12,1,NA
2015-10-12,1.6,220
2015-10-12,2.8,NA
2015-10-12,3.8,209.5
2015-10-12,5,214
2015-10-12,5.2,NA
2015-10-12,5.5,NA
2015-10-12,5.8,NA
2015-10-12,6,NA
2015-10-12,6.2,217
2015-10-12,8,219.5
2015-10-12,9,217.5
2015-10-12,9.3,NA
2015-10-19,0.1,201
2015-10-19,1,NA
2015-10-19,1.6,220
2015-10-19,2.8,NA
2015-10-19,3.8,197
2015-10-19,5,194
2015-10-19,5.2,NA
2015-10-19,5.5,NA
2015-10-19,5.8,NA
2015-10-19,6,NA
2015-10-19,6.2,205
2015-10-19,8,208
2015-10-19,9,201
2015-10-19,9.3,NA
2015-10-23,0.1,186
2015-10-23,1,NA
2015-10-23,1.6,201
2015-10-23,2.8,NA
2015-10-23,3.8,185.333333333333
2015-10-23,5,184
2015-10-23,5.2,NA
2015-10-23,5.5,NA
2015-10-23,5.8,NA
2015-10-23,6,NA
2015-10-23,6.2,202.333333333333
2015-10-23,8,192.666666666667
2015-10-23,9,186.666666666667
2015-10-23,9.3,NA
2015-10-30,0.1,171
2015-10-30,1,NA
2015-10-30,1.6,182
2015-10-30,2.8,NA
2015-10-30,3.8,173.666666666667
2015-10-30,5,174
2015-10-30,5.2,NA
2015-10-30,5.5,NA
2015-10-30,5.8,NA
2015-10-30,6,NA
2015-10-30,6.2,199.666666666667
2015-10-30,8,177.333333333333
2015-10-30,9,172.333333333333
2015-10-30,9.3,NA
2015-12-07,0.1,156
2015-12-07,1,NA
2015-12-07,1.6,163
2015-12-07,2.8,NA
2015-12-07,3.8,162
2015-12-07,5,164
2015-12-07,5.2,NA
2015-12-07,5.5,NA
2015-12-07,5.8,NA
2015-12-07,6,NA
2015-12-07,6.2,197
2015-12-07,8,162
2015-12-07,9,158
2015-12-07,9.3,NA
2016-05-12,0.1,145
2016-05-12,1,NA
2016-05-12,1.6,143
2016-05-12,2.8,NA
2016-05-12,3.8,155
2016-05-12,5,163.2
2016-05-12,5.2,NA
2016-05-12,5.5,NA
2016-05-12,5.8,NA
2016-05-12,6,NA
2016-05-12,6.2,173.5
2016-05-12,8,148
2016-05-12,9,153.7
2016-05-12,9.3,NA
2016-05-16,0.1,134
2016-05-16,1,NA
2016-05-16,1.6,123
2016-05-16,2.8,NA
2016-05-16,3.8,148
2016-05-16,5,162.4
2016-05-16,5.2,NA
2016-05-16,5.5,NA
2016-05-16,5.8,NA
2016-05-16,6,NA
2016-05-16,6.2,150
2016-05-16,8,134
2016-05-16,9,149.4
2016-05-16,9.3,NA
2016-05-19,0.1,152
2016-05-19,1,NA
2016-05-19,1.6,124
2016-05-19,2.8,NA
2016-05-19,3.8,145.5
2016-05-19,5,170.2
2016-05-19,5.2,NA
2016-05-19,5.5,NA
2016-05-19,5.8,NA
2016-05-19,6,NA
2016-05-19,6.2,153.8
2016-05-19,8,145
2016-05-19,9,158.7
2016-05-19,9.3,NA
2016-05-23,0.1,170
2016-05-23,1,NA
2016-05-23,1.6,125
2016-05-23,2.8,NA
2016-05-23,3.8,143
2016-05-23,5,178
2016-05-23,5.2,NA
2016-05-23,5.5,NA
2016-05-23,5.8,NA
2016-05-23,6,NA
2016-05-23,6.2,157.6
2016-05-23,8,156
2016-05-23,9,168
2016-05-23,9.3,NA
2016-05-26,0.1,164
2016-05-26,1,NA
2016-05-26,1.6,134.333333333333
2016-05-26,2.8,NA
2016-05-26,3.8,143.666666666667
2016-05-26,5,173.333333333333
2016-05-26,5.2,NA
2016-05-26,5.5,NA
2016-05-26,5.8,NA
2016-05-26,6,NA
2016-05-26,6.2,161.4
2016-05-26,8,162.666666666667
2016-05-26,9,159.466666666667
2016-05-26,9.3,NA
2016-05-29,0.1,158
2016-05-29,1,NA
2016-05-29,1.6,143.666666666667
2016-05-29,2.8,NA
2016-05-29,3.8,144.333333333333
2016-05-29,5,168.666666666667
2016-05-29,5.2,NA
2016-05-29,5.5,NA
2016-05-29,5.8,NA
2016-05-29,6,NA
2016-05-29,6.2,165.2
2016-05-29,8,169.333333333333
2016-05-29,9,150.933333333333
2016-05-29,9.3,NA
2016-05-30,0.1,152
2016-05-30,0.1,152
2016-05-30,0.1,152
2016-05-30,0.1,152
2016-05-30,0.1,163
2016-05-30,0.1,163
2016-05-30,0.1,163
2016-05-30,0.1,163
2016-05-30,1,NA
2016-05-30,1,NA
2016-05-30,1,NA
2016-05-30,1,NA
2016-05-30,1.6,153
2016-05-30,1.6,153
2016-05-30,1.6,153
2016-05-30,1.6,153
2016-05-30,1.6,163
2016-05-30,1.6,163
2016-05-30,1.6,163
2016-05-30,1.6,163
2016-05-30,2.8,NA
2016-05-30,2.8,NA
2016-05-30,2.8,NA
2016-05-30,2.8,NA
2016-05-30,3.8,145
2016-05-30,3.8,145
2016-05-30,3.8,145
2016-05-30,3.8,145
2016-05-30,3.8,178
2016-05-30,3.8,178
2016-05-30,3.8,178
2016-05-30,3.8,178
2016-05-30,5,164
2016-05-30,5,164
2016-05-30,5,164
2016-05-30,5,164
2016-05-30,5,185
2016-05-30,5,185
2016-05-30,5,185
2016-05-30,5,185
2016-05-30,5.2,NA
2016-05-30,5.2,NA
2016-05-30,5.2,NA
2016-05-30,5.2,NA
2016-05-30,5.5,NA
2016-05-30,5.5,NA
2016-05-30,5.5,NA
2016-05-30,5.5,NA
2016-05-30,5.8,NA
2016-05-30,5.8,NA
2016-05-30,5.8,NA
2016-05-30,5.8,NA
2016-05-30,6,NA
2016-05-30,6,NA
2016-05-30,6,NA
2016-05-30,6,NA
2016-05-30,6.2,169
2016-05-30,6.2,169
2016-05-30,6.2,169
2016-05-30,6.2,169
2016-05-30,6.2,151
2016-05-30,6.2,151
2016-05-30,6.2,151
2016-05-30,6.2,151
2016-05-30,8,176
2016-05-30,8,176
2016-05-30,8,176
2016-05-30,8,176
2016-05-30,8,202
2016-05-30,8,202
2016-05-30,8,202
2016-05-30,8,202
2016-05-30,9,142.4
2016-05-30,9,142.4
2016-05-30,9,142.4
2016-05-30,9,142.4
2016-05-30,9,191
2016-05-30,9,191
2016-05-30,9,191
2016-05-30,9,191
2016-05-30,9.3,NA
2016-05-30,9.3,NA
2016-05-30,9.3,NA
2016-05-30,9.3,NA
2016-05-31,0.1,145.4
2016-05-31,1,NA
2016-05-31,1.6,172.7
2016-05-31,2.8,NA
2016-05-31,3.8,163
2016-05-31,5,149.4
2016-05-31,5.2,NA
2016-05-31,5.5,NA
2016-05-31,5.8,NA
2016-05-31,6,NA
2016-05-31,6.2,172
2016-05-31,8,176
2016-05-31,9,196.4
2016-05-31,9.3,NA
2016-06-01,0.1,148.9
2016-06-01,1,NA
2016-06-01,1.6,171.85
2016-06-01,2.8,NA
2016-06-01,3.8,180.5
2016-06-01,5,148.9
2016-06-01,5.2,NA
2016-06-01,5.5,NA
2016-06-01,5.8,NA
2016-06-01,6,NA
2016-06-01,6.2,170.85
2016-06-01,8,172
2016-06-01,9,176.9
2016-06-01,9.3,NA
2016-06-02,0.1,152.4
2016-06-02,1,NA
2016-06-02,1.6,171
2016-06-02,2.8,NA
2016-06-02,3.8,198
2016-06-02,5,148.4
2016-06-02,5.2,NA
2016-06-02,5.5,NA
2016-06-02,5.8,NA
2016-06-02,6,NA
2016-06-02,6.2,169.7
2016-06-02,8,168
2016-06-02,9,157.4
2016-06-02,9.3,NA
2016-06-03,0.1,172.9
2016-06-03,1,NA
2016-06-03,1.6,201.9
2016-06-03,2.8,NA
2016-06-03,3.8,204
2016-06-03,5,157.4
2016-06-03,5.2,NA
2016-06-03,5.5,NA
2016-06-03,5.8,NA
2016-06-03,6,170
2016-06-03,6.2,181.35
2016-06-03,8,168
2016-06-03,9,155.4
2016-06-03,9.3,NA
2016-06-06,0.1,193.4
2016-06-06,1,NA
2016-06-06,1.6,232.8
2016-06-06,2.8,NA
2016-06-06,3.8,210
2016-06-06,5,166.4
2016-06-06,5.2,NA
2016-06-06,5.5,NA
2016-06-06,5.8,NA
2016-06-06,6,NA
2016-06-06,6.2,193
2016-06-06,8,168
2016-06-06,9,153.4
2016-06-06,9.3,NA
2016-06-07,0.1,198.55
2016-06-07,1,NA
2016-06-07,1.6,229.1
2016-06-07,2.8,NA
2016-06-07,3.8,219.75
2016-06-07,5,183.55
2016-06-07,5.2,NA
2016-06-07,5.5,NA
2016-06-07,5.8,NA
2016-06-07,6,NA
2016-06-07,6.2,190.75
2016-06-07,8,164
2016-06-07,9,156.55
2016-06-07,9.3,NA
2016-06-08,0.1,203.7
2016-06-08,1,NA
2016-06-08,1.6,225.4
2016-06-08,2.8,NA
2016-06-08,3.8,229.5
2016-06-08,5,200.7
2016-06-08,5.2,NA
2016-06-08,5.5,NA
2016-06-08,5.8,NA
2016-06-08,6,NA
2016-06-08,6.2,188.5
2016-06-08,8,160
2016-06-08,9,159.7
2016-06-08,9.3,NA
2016-06-09,0.1,208.85
2016-06-09,1,NA
2016-06-09,1.6,221.7
2016-06-09,2.8,NA
2016-06-09,3.8,239.25
2016-06-09,5,217.85
2016-06-09,5.2,NA
2016-06-09,5.5,NA
2016-06-09,5.8,NA
2016-06-09,6,NA
2016-06-09,6.2,186.25
2016-06-09,8,156
2016-06-09,9,162.85
2016-06-09,9.3,NA
2016-06-13,0.1,214
2016-06-13,1,NA
2016-06-13,1.6,218
2016-06-13,2.8,NA
2016-06-13,3.8,249
2016-06-13,5,235
2016-06-13,5.2,NA
2016-06-13,5.5,NA
2016-06-13,5.8,NA
2016-06-13,6,NA
2016-06-13,6.2,184
2016-06-13,8,152
2016-06-13,9,166
2016-06-13,9.3,NA
2016-06-20,0.1,140.4
2016-06-20,1,NA
2016-06-20,1.6,231
2016-06-20,2.8,NA
2016-06-20,3.8,240
2016-06-20,5,220.475
2016-06-20,5.2,NA
2016-06-20,5.5,NA
2016-06-20,5.8,NA
2016-06-20,6,NA
2016-06-20,6.2,196.8
2016-06-20,8,198
2016-06-20,9,191.4
2016-06-20,9.3,NA
2016-06-23,0.1,150.4
2016-06-23,1,NA
2016-06-23,1.6,220
2016-06-23,2.8,NA
2016-06-23,3.8,236.333333333333
2016-06-23,5,205.95
2016-06-23,5.2,NA
2016-06-23,5.5,NA
2016-06-23,5.8,NA
2016-06-23,6,NA
2016-06-23,6.2,201.233333333333
2016-06-23,8,203.066666666667
2016-06-23,9,197.066666666667
2016-06-23,9.3,NA
2016-06-26,0.1,160.4
2016-06-26,1,NA
2016-06-26,1.6,209
2016-06-26,2.8,NA
2016-06-26,3.8,232.666666666667
2016-06-26,5,191.425
2016-06-26,5.2,NA
2016-06-26,5.5,NA
2016-06-26,5.8,NA
2016-06-26,6,NA
2016-06-26,6.2,205.666666666667
2016-06-26,8,208.133333333333
2016-06-26,9,202.733333333333
2016-06-26,9.3,NA
2016-06-27,0.1,170.4
2016-06-27,1,NA
2016-06-27,1.6,198
2016-06-27,2.8,NA
2016-06-27,3.8,229
2016-06-27,5,176.9
2016-06-27,5.2,NA
2016-06-27,5.5,NA
2016-06-27,5.8,NA
2016-06-27,6,NA
2016-06-27,6.2,210.1
2016-06-27,8,213.2
2016-06-27,9,208.4
2016-06-27,9.3,NA
2016-06-28,0.1,204
2016-06-28,1,NA
2016-06-28,1.6,211
2016-06-28,2.8,NA
2016-06-28,3.8,192
2016-06-28,5,197
2016-06-28,5.2,NA
2016-06-28,5.5,NA
2016-06-28,5.8,NA
2016-06-28,6,NA
2016-06-28,6.2,207
2016-06-28,8,216
2016-06-28,9,207
2016-06-28,9.3,NA
2016-06-30,0.1,183
2016-06-30,1,NA
2016-06-30,1.6,184
2016-06-30,2.8,NA
2016-06-30,3.8,189
2016-06-30,5,197
2016-06-30,5.2,NA
2016-06-30,5.5,NA
2016-06-30,5.8,NA
2016-06-30,6,NA
2016-06-30,6.2,195
2016-06-30,8,201
2016-06-30,9,228
2016-06-30,9.3,NA
2016-07-05,0.1,188
2016-07-05,1,NA
2016-07-05,1.6,186
2016-07-05,2.8,NA
2016-07-05,3.8,186
2016-07-05,5,194
2016-07-05,5.2,NA
2016-07-05,5.5,NA
2016-07-05,5.8,NA
2016-07-05,6,NA
2016-07-05,6.2,162
2016-07-05,8,218
2016-07-05,9,207
2016-07-05,9.3,NA
2016-07-07,0.1,178.7
2016-07-07,1,NA
2016-07-07,1.6,182.5
2016-07-07,2.8,NA
2016-07-07,3.8,190
2016-07-07,5,185.2
2016-07-07,5.2,NA
2016-07-07,5.5,NA
2016-07-07,5.8,NA
2016-07-07,6,NA
2016-07-07,6.2,177.9
2016-07-07,8,211.4
2016-07-07,9,208.7
2016-07-07,9.3,NA
2016-07-11,0.1,169.4
2016-07-11,1,NA
2016-07-11,1.6,179
2016-07-11,2.8,NA
2016-07-11,3.8,194
2016-07-11,5,176.4
2016-07-11,5.2,NA
2016-07-11,5.5,259.4
2016-07-11,5.8,NA
2016-07-11,6,NA
2016-07-11,6.2,193.8
2016-07-11,8,204.8
2016-07-11,9,210.4
2016-07-11,9.3,NA
2016-07-14,0.1,173.9
2016-07-14,1,NA
2016-07-14,1.6,178.5
2016-07-14,2.8,NA
2016-07-14,3.8,198.1
2016-07-14,5,185.4
2016-07-14,5.2,NA
2016-07-14,5.5,243.6
2016-07-14,5.8,NA
2016-07-14,6,NA
2016-07-14,6.2,203.9
2016-07-14,8,214.8
2016-07-14,9,202.4
2016-07-14,9.3,NA
2016-07-18,0.1,178.4
2016-07-18,1,NA
2016-07-18,1.6,178
2016-07-18,2.8,NA
2016-07-18,3.8,202.2
2016-07-18,5,194.4
2016-07-18,5.2,NA
2016-07-18,5.5,227.8
2016-07-18,5.8,NA
2016-07-18,6,NA
2016-07-18,6.2,214
2016-07-18,8,224.8
2016-07-18,9,194.4
2016-07-18,9.3,NA
2016-07-21,0.1,175.733333333333
2016-07-21,1,NA
2016-07-21,1.6,182.866666666667
2016-07-21,2.8,NA
2016-07-21,3.8,195.466666666667
2016-07-21,5,190.733333333333
2016-07-21,5.2,NA
2016-07-21,5.5,212
2016-07-21,5.8,NA
2016-07-21,6,NA
2016-07-21,6.2,231.666666666667
