,Chla_sqrt,Chla_ARlag1_sqrt,Temp_C,DO_mgL,SpCond_uScm,Turb_NTU_log,Kd,TP_log,TN_log,NH4_log,NO3NO2_log,SRP_log,DOC_log,TP_inf_log,TN_inf_log,NH4_inf_log,DOC_inf_log,NO3NO2_inf,SRP_inf,NH4NO3_SRP_inf,mean_flow,NO3NO2_load,SRP_load,TN_TP_log,NH4NO3NO2_SRP_log,TN_TP_inf_log,TN_load_log,TP_load_log,NH4_load_log,DOC_load_log,mean_wrt_log,flow_max_log,flow_min,flow_median,Temp_inf_mean,Temp_inf_max,Temp_inf_min,Total_chlorophyll_log,greens_log,cyano_log,diatoms_log,crypto_log,RelHum_max_log,AirTemp_max_log,AirTemp_mean_log,AirTemp_median_log,Rain_sum_log,WindSpeed_max_log,WindSpeed_mean_log,WindSpeed_median_log,RelHum_mean,RelHum_median,ShortWave_max,ShortWave_mean
Total_chlorophyll_log,0.744957265,0.342905983,0.246495726,-0.275213675,0.490598291,0.098803419,0.417956656,0.601538462,0.291089486,0.20675555,0.350479263,0.137759965,0.470390598,0.436581197,0.392136752,0.079136858,0.206682595,0.377777778,0.622176919,0.094017094,-0.48034188,-0.025641026,-0.100854701,-0.037692308,0.107368783,-0.028376068,-0.364786325,-0.277948718,-0.321025641,-0.208356861,0.48034188,-0.380642977,-0.506753299,-0.484869215,0.191794872,0.141586876,0.230769231,1,0.95484114,0.024974347,0.684896652,0.703265579,0.088607616,0.035213675,0.023589744,0.005811966,-0.033773575,0.045470085,0.271794872,0.254017094,-0.08991453,-0.076239316,-0.114529915,-0.08034188
greens_log,0.638727484,0.235716785,0.336298402,-0.239822157,0.416353159,-0.00786863,0.429163276,0.631659946,0.184494269,0.237777225,0.286357542,0.203300217,0.371072678,0.38487864,0.352035662,0.124443038,0.081540531,0.466301854,0.602397296,0.205610722,-0.456722652,0.12281905,-0.0810811,-0.192729375,0.052694618,-0.108450248,-0.361614864,-0.244611758,-0.267875533,-0.214003388,0.456722652,-0.381930207,-0.474593732,-0.465012893,0.262401704,0.216290225,0.302771196,0.95484114,1,-0.103046902,0.581553753,0.65967668,-0.032523109,0.079028414,0.092028759,0.080396871,0.002490283,-0.0810811,0.133766709,0.105713333,-0.158398942,-0.135135167,-0.050975038,-0.011974002
cyano_log,0.080396871,0.047553894,-0.310297712,0.06534384,0.330140344,0.57851536,-0.114551084,-0.108545067,0.31832963,-0.032595724,0.072966105,0.041077784,0.472086907,0.354088348,0.354772577,-0.121014855,0.476191165,-0.34793029,-0.538356196,-0.147451283,0.095449903,-0.54704084,-0.199452664,0.501154883,0.039349877,0.145398597,0.190557691,0.105713333,0.005815944,0.214245473,-0.095449903,0.060917184,0.064670667,0.097861433,-0.407458186,-0.40520194,-0.365720236,0.024974347,-0.103046902,1,-0.231579912,0.294719853,0.54262239,-0.461512253,-0.467670311,-0.493671002,-0.13767705,0.165925458,0.174136202,0.206294951,0.385562868,0.445090764,-0.206979179,-0.358193721
diatoms_log,0.601626542,0.369511112,0.028450621,-0.215808367,0.247728576,0.028103662,0.534831746,0.313843892,0.169402785,-0.037928889,0.002617901,-0.302913683,0.256460004,0.106863307,0.056554283,-0.044502105,0.113320084,0.241483318,0.5520575,0.027756703,-0.371245905,-0.040594178,-0.150580115,-0.072335767,0.125273539,0.012490516,-0.338631779,-0.302201106,-0.322671675,-0.097989714,0.371245905,-0.279570902,-0.349967769,-0.368359729,0.066269129,0.032798821,0.060717788,0.684896652,0.581553753,-0.231579912,1,0.209504563,-0.091312619,0.045451602,0.010408764,0.010061805,-0.199518112,0.273056568,0.372633741,0.404553949,-0.16931589,-0.167928054,-0.235585019,-0.135313928
crypto_log,0.534330452,0.2979589,0.220200573,-0.241876567,0.63135633,0.307936739,0.121998721,0.536891675,0.409129209,0.123361673,0.610072726,0.277279244,0.659469282,0.55944708,0.531577945,-0.073608682,0.239161706,0.24325282,0.318413354,0.05470608,-0.428358927,-0.28178792,-0.172719824,0.171110081,0.074674523,0.03647072,-0.24015625,-0.197492389,-0.332021176,-0.149759873,0.428358927,-0.34917171,-0.518076009,-0.43944408,0.050233256,0.045259813,0.102874955,0.703265579,0.65967668,0.294719853,0.209504563,1,0.232401753,-0.066748299,-0.086015849,-0.07397363,-0.070125156,0.159645415,0.308280802,0.263208497,0.029245389,0.065372045,-0.024772564,-0.096337751
RelHum_max_log,0.450564594,0.018816289,-0.525145521,0.034553549,0.053027724,0.460828024,-0.350569519,0.151655164,0.22796509,0.121118846,0.003785977,-0.146557177,0.286206982,0.291139309,0.209031866,-0.324306099,0.703485718,-0.529935122,-0.291438373,-0.470407226,0.381457496,-0.369825608,0.263085932,0.215550487,0.238152298,0.009237087,0.395826299,0.387615554,0.046185437,0.482349638,-0.381457496,0.463723504,0.310008595,0.373652744,-0.502565975,-0.542436719,-0.460143796,0.088607616,-0.032523109,0.54262239,-0.091312619,0.232401753,1,-0.568936158,-0.545672382,-0.529935122,0.344014748,0.268559762,0.269928219,0.241874843,0.933630051,0.906945132,-0.581252274,-0.683202349
AirTemp_max_log,-0.136410256,0.017435897,0.840683761,0.078974359,0.127521368,-0.534358974,0.566563467,0.216153846,-0.301693216,-0.052460363,0.052623481,0.309264164,-0.286697919,-0.011965812,0.115213675,0.492635505,-0.661384304,0.674529915,0.590691619,0.506324786,-0.524102564,0.397606838,-0.178119658,-0.355384615,-0.328261246,0.023589744,-0.443418803,-0.44957265,-0.040683761,-0.533596838,0.524102564,-0.503761999,-0.49204993,-0.518721156,0.896068376,0.910738767,0.881025641,0.035213675,0.079028414,-0.461512253,0.045451602,-0.066748299,-0.568936158,1,0.98017094,0.957606838,0.017420055,-0.249230769,-0.259487179,-0.253333333,-0.564444444,-0.573333333,0.595213675,0.660854701
AirTemp_mean_log,-0.15008547,-0.057777778,0.864615385,0.082393162,0.106324786,-0.554188034,0.605779154,0.245384615,-0.361552981,-0.069261395,-0.003439443,0.349270215,-0.335453733,-0.004444444,0.124102564,0.546078577,-0.689130735,0.701196581,0.550992761,0.55965812,-0.495384615,0.473504274,-0.146666667,-0.415384615,-0.388784413,-0.028376068,-0.407179487,-0.411965812,0.034529915,-0.523433089,0.495384615,-0.464774309,-0.46366901,-0.49204993,0.925470085,0.930916607,0.913846154,0.023589744,0.092028759,-0.467670311,0.010408764,-0.086015849,-0.545672382,0.98017094,1,0.976068376,0.071457775,-0.277264957,-0.292991453,-0.286153846,-0.524786325,-0.538461538,0.563760684,0.626666667
AirTemp_median_log,-0.148717949,-0.118632479,0.852991453,0.100854701,0.035213675,-0.528888889,0.601651187,0.205384615,-0.415597797,-0.106977996,0.031298933,0.264735691,-0.377342531,0.029059829,0.141880342,0.446386692,-0.740093567,0.658803419,0.535934574,0.50974359,-0.457777778,0.476239316,-0.08991453,-0.423846154,-0.368268085,-0.075555556,-0.360683761,-0.349059829,-0.008547009,-0.505364201,0.457777778,-0.40424079,-0.439733294,-0.456830234,0.891282051,0.901504841,0.883760684,0.005811966,0.080396871,-0.493671002,0.010061805,-0.07397363,-0.529935122,0.957606838,0.976068376,1,0.139004925,-0.237606838,-0.277948718,-0.280683761,-0.489230769,-0.512478632,0.56034188,0.623931624
Rain_sum_log,0.134738789,-0.243525252,-0.02168619,-0.012442896,-0.307517289,-0.107008906,-0.39838583,0.046631871,-0.149747077,0.194319179,0.094779261,-0.143252538,-0.266709182,0.252057524,0.139004925,-0.097966776,-0.053247239,-0.222905596,0.039858169,-0.306806266,0.297562972,0.220061505,0.495938287,-0.134267627,0.232899728,-0.429102159,0.294007859,0.383596711,0.121940382,0.235918272,-0.297562972,0.442407354,0.212276546,0.288368976,0.116252201,0.057612533,0.122651404,-0.033773575,0.002490283,-0.13767705,-0.199518112,-0.070125156,0.344014748,0.017420055,0.071457775,0.139004925,1,-0.020975168,-0.00533267,-0.029507439,0.417725797,0.377197507,-0.173134011,-0.14042697
WindSpeed_max_log,0.168547009,0.076923077,-0.318974359,-0.124786325,0.215042735,0.284786325,0.178534572,-0.072307692,0.334872628,-0.350078634,-0.085642136,-0.418498076,0.326526612,0.420854701,0.420854701,-0.362796244,0.285958111,-0.258803419,-0.121834424,-0.200683761,0.052991453,-0.470769231,-0.090598291,0.302307692,0.003761327,-0.011965812,0.230769231,0.124786325,-0.08034188,0.129305477,-0.052991453,0.139876889,-0.027355104,0.051632758,-0.337435897,-0.361833126,-0.338119658,0.045470085,-0.0810811,0.165925458,0.273056568,0.159645415,0.268559762,-0.249230769,-0.277264957,-0.237606838,-0.020975168,1,0.891965812,0.850940171,0.238974359,0.338119658,-0.484444444,-0.486495726
WindSpeed_mean_log,0.282051282,0.217777778,-0.223931624,-0.24991453,0.293675214,0.189059829,0.213622291,-0.000769231,0.424149192,-0.216013261,0.10111963,-0.296392653,0.417514575,0.464615385,0.451623932,-0.321343605,0.274066784,-0.166495726,0.06502399,-0.202735043,-0.055726496,-0.454358974,-0.031794872,0.320769231,0.094717047,0.011282051,0.111111111,0.037264957,-0.106324786,0.110107284,0.055726496,0.011627908,-0.144640112,-0.05129082,-0.241025641,-0.282147759,-0.232820513,0.271794872,0.133766709,0.174136202,0.372633741,0.308280802,0.269928219,-0.259487179,-0.292991453,-0.277948718,-0.00533267,0.891965812,1,0.98017094,0.195897436,0.296410256,-0.490598291,-0.47008547
WindSpeed_median_log,0.26017094,0.243760684,-0.215042735,-0.263589744,0.305982906,0.187008547,0.221878225,-0.030769231,0.414913686,-0.237271709,0.100087797,-0.301610833,0.424381591,0.443418803,0.444786325,-0.300103409,0.266705486,-0.152136752,0.051334729,-0.168547009,-0.074188034,-0.486495726,-0.071452991,0.329230769,0.076252352,0.068717949,0.090598291,-0.005811966,-0.109059829,0.10107284,0.074188034,-0.024965802,-0.151478887,-0.065994188,-0.232820513,-0.267783873,-0.225299145,0.254017094,0.105713333,0.206294951,0.404553949,0.263208497,0.241874843,-0.253333333,-0.286153846,-0.280683761,-0.029507439,0.850940171,0.98017094,1,0.164444444,0.273846154,-0.468034188,-0.455042735
RelHum_mean,0.314188034,-0.174017094,-0.568547009,0.031111111,-0.18974359,0.314188034,-0.391124871,0.075384615,0.123482144,0.042174018,-0.092177078,-0.252907815,0.122232885,0.187692308,0.07965812,-0.336759876,0.587771325,-0.580854701,-0.371321209,-0.444786325,0.55008547,-0.204102564,0.405811966,0.138461538,0.222944096,-0.156923077,0.495384615,0.534358974,0.175384615,0.599096556,-0.55008547,0.623461049,0.486236971,0.538553607,-0.507692308,-0.545485668,-0.473504274,-0.08991453,-0.158398942,0.385562868,-0.16931589,0.029245389,0.933630051,-0.564444444,-0.524786325,-0.489230769,0.417725797,0.238974359,0.195897436,0.164444444,1,0.96034188,-0.597264957,-0.677264957
RelHum_median,0.271794872,-0.122735043,-0.548034188,0.048205128,-0.113162393,0.296410256,-0.380804954,0.034615385,0.236018502,-0.009600589,-0.137577729,-0.280390232,0.169615296,0.282735043,0.193162393,-0.331621119,0.573614983,-0.571282051,-0.418206928,-0.410598291,0.517264957,-0.288888889,0.325811966,0.211538462,0.179517869,-0.157606838,0.499487179,0.520683761,0.189059829,0.568605308,-0.517264957,0.555403589,0.456830234,0.508462993,-0.501538462,-0.533515763,-0.465982906,-0.076239316,-0.135135167,0.445090764,-0.167928054,0.065372045,0.906945132,-0.573333333,-0.538461538,-0.512478632,0.377197507,0.338119658,0.296410256,0.273846154,0.96034188,1,-0.623931624,-0.702564103
ShortWave_max,-0.437264957,-0.044102564,0.616410256,-0.138461538,-0.048888889,-0.259487179,0.135190918,0.023846154,-0.357790367,-0.178982416,0.099055965,0.429282316,-0.367042007,-0.254700855,-0.104957265,0.358685239,-0.575879998,0.47008547,0.306981681,0.363418803,-0.375042735,0.312136752,-0.162393162,-0.256153846,-0.466062582,0.206153846,-0.332649573,-0.434529915,-0.07008547,-0.570863919,0.375042735,-0.464090314,-0.306035224,-0.366558391,0.591111111,0.66484272,0.565128205,-0.114529915,-0.050975038,-0.206979179,-0.235585019,-0.024772564,-0.581252274,0.595213675,0.563760684,0.56034188,-0.173134011,-0.484444444,-0.490598291,-0.468034188,-0.597264957,-0.623931624,1,0.963076923
ShortWave_mean,-0.395555556,-0.002393162,0.656752137,-0.208888889,-0.097435897,-0.365470085,0.203302374,-0.011538462,-0.368052041,-0.145723232,0.079451138,0.426151408,-0.444295937,-0.335384615,-0.205470085,0.409045057,-0.637035396,0.493333333,0.40520213,0.32991453,-0.380512821,0.379145299,-0.098119658,-0.283846154,-0.433578396,0.119316239,-0.372307692,-0.447521368,-0.048205128,-0.552795031,0.380512821,-0.465458304,-0.313215939,-0.370319718,0.666324786,0.722640261,0.628717949,-0.08034188,-0.011974002,-0.358193721,-0.135313928,-0.096337751,-0.683202349,0.660854701,0.626666667,0.623931624,-0.14042697,-0.486495726,-0.47008547,-0.455042735,-0.677264957,-0.702564103,0.963076923,1
