"Date","Site","Depth","Temp_C","DO_mgL","Chla_ugL","Turb_NTU","SpCond_uScm","TP_ugL","TN_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TP_inf","TN_inf","NH4_inf","NO3NO2_inf","SRP_inf","DOC_inf","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta","Kd","TN_TP","NH4NO3NO2_SRP","TN_TP_inf","NH4NO3_SRP_inf"
2014-05-05,50,2.8,12.6352,8.99849,1.952,1.5324,34.50894825,11.3,147,11,1,3,NA,NA,NA,15,13,2,2,4.65,1.14,0.58,2.93,0,NA,13.0088495575221,4,NA,14
2014-05-05,50,3.8,10.4671,9.42628,3.0073,0.9953,34.35902893,12.6,156,6,1,2,NA,NA,NA,15,13,2,2,5.73,3.34,0,1.99,0.4,NA,12.3809523809524,3.5,NA,14
2014-05-05,50,5,9.0168,7.63617,3.6024,0.8274,34.38756296,12.5,154,10,2,4,1.8,NA,NA,15,13,2,2,7.75,3.52,0,4.11,0.12,NA,12.32,3,NA,14
2014-05-05,50,5.2,8.8641,7.3177,3.5468,0.7771,34.42342965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,3.8,0,5.24,0,NA,NA,NA,NA,NA
2014-05-05,50,5.5,8.5949,6.90958,3.0946,0.7099,34.43078499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93,4.07,0,5.85,0,NA,NA,NA,NA,NA
2014-05-05,50,5.8,8.3766,6.63495,2.3249,0.8946,34.35268045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.36,3.35,0,5.01,0,NA,NA,NA,NA,NA
2014-05-05,50,6,8.2895,6.53541,1.4283,1.0288,34.56117681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,2.76,0,4.02,0.08,NA,NA,NA,NA,NA
2014-05-05,50,6.2,8.2068,6.40155,1.2418,1.0121,34.77488873,9,210,18,2,3,NA,NA,NA,15,13,2,2,6.86,2.76,0,4.02,0.08,NA,23.3333333333333,6.66666666666667,NA,14
2014-05-05,50,8,7.8383,5.39294,0.6308,1.0121,35.82566934,9.4,140,20,3,2,NA,NA,NA,15,13,2,2,1.7,0.87,0.11,0.67,0.05,NA,14.8936170212766,11.5,NA,14
2014-05-05,50,9,7.6969,5.26911,0.5912,1.2974,35.88423721,16,156,20,3,2,1.8,NA,NA,15,13,2,2,1.17,0.62,0.07,0.48,0,NA,9.75,11.5,NA,14
2014-05-05,50,9.3,7.6701,5.07012,0.5039,1.5156,36.05706024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.62,0.07,0.48,0,NA,NA,NA,NA,NA
2014-05-06,50,0.1,16.4702,9.47371,0.5436,1.3478,32.98461432,12,182.8333333,16.5,5,2.833333333,1.9,NA,NA,13.33333333,13,1.833333333,2,1.04,0.206666667,0.47,0.16,0,NA,15.2361111083333,7.58823529501038,NA,14.3636363644298
2014-05-06,50,0.8,15.9405,9.41786,0.8609,1.566,33.28723497,15.03333333,161.5,9.5,2,2.833333333,NA,NA,NA,13.33333333,13,1.833333333,2,2.45,1.903333333,0.183333333,0.133333333,0,NA,10.7427937939563,4.05882352988927,NA,14.3636363644298
2014-05-06,50,1.6,14.2899,9.50895,1.8012,1.5995,33.0022378,12.63333333,156.6666667,7,0.333333333,2,NA,NA,NA,13.33333333,13,1.833333333,2,1.896666667,1.036666667,0.286666667,0.526666667,0.316666667,NA,12.4010554148815,3.6666666665,NA,14.3636363644298
2014-05-06,50,2.8,12.6416,9.03197,2.0551,1.5995,34.69222436,13.4,147,10.16666667,1,2.666666667,NA,NA,NA,13.33333333,13,1.833333333,2,5.103333333,1.47,0.386666667,2.713333333,0.19,NA,10.9701492537313,4.18750000072656,NA,14.3636363644298
2014-05-06,50,3.8,10.2557,9.30014,3.9515,0.8442,34.05829672,12.06666667,156,6.5,1.166666667,2,NA,NA,NA,13.33333333,13,1.833333333,2,5.803333333,3.233333333,0,2.496666667,0.303333333,NA,12.9281767920088,3.8333333335,NA,14.3636363644298
2014-05-06,50,5,8.7439,6.8824,4.6379,0.8106,34.3870008,12.2,153.8333333,10.33333333,1.833333333,3.5,1.8,NA,NA,13.33333333,13,1.833333333,2,7.29,3.19,0.096666667,3.87,0.08,NA,12.6092896147541,3.47619047514286,NA,14.3636363644298
2014-05-06,50,5.2,9.1108,7.55045,4.6458,0.7603,34.18100579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.423333333,3.546666667,0,4.41,0.38,NA,NA,NA,NA,NA
2014-05-06,50,5.5,8.765,7.13677,4.0586,0.8106,34.39704223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.153333333,3.63,0.08,5.28,0.013333333,NA,NA,NA,NA,NA
2014-05-06,50,5.8,8.4462,6.42479,2.2971,0.7603,34.8538704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,3.61,0,4.55,0.163333333,NA,NA,NA,NA,NA
2014-05-06,50,6,8.3658,6.30001,1.71,0.8442,34.7514677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.246666667,3.213333333,0,3.79,0.326666667,NA,NA,NA,NA,NA
2014-05-06,50,6.2,8.3427,6.06094,1.6941,0.9953,35.04140534,9.6,202.3333333,16.83333333,2,2.666666667,NA,NA,NA,13.33333333,13,1.833333333,2,7.44,3.123333333,0,3.84,0.28,NA,21.0763888854167,7.06249999786719,NA,14.3636363644298
2014-05-06,50,8,7.7931,5.01921,0.615,1.9184,36.37441589,9.6,142,19.16666667,3.333333333,1.833333333,NA,NA,NA,13.33333333,13,1.833333333,2,2.313333333,1.16,0.073333333,0.98,0.136666667,NA,14.7916666666667,12.272727276595,NA,14.3636363644298
2014-05-06,50,9,7.6712,4.94595,0.5158,2.0695,36.33180608,14.2,166.8333333,18.33333333,3,1.833333333,1.8,NA,NA,13.33333333,13,1.833333333,2,1.973333333,0.843333333,0.046666667,0.853333333,0.14,NA,11.7488262887324,11.6363636366612,NA,14.3636363644298
2014-05-06,50,9.3,7.6703,4.8622,0.484,1.6667,36.47519645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.903333333,1.006666667,0.086666667,0.84,0.04,NA,NA,NA,NA,NA
2014-05-07,50,0.1,17.578,9.01656,0.6745,1.2638,33.8776575,11.6,177.6666667,14,4,2.666666667,1.9,NA,NA,11.66666667,13,1.666666667,2,1.41,0.413333333,0.27,0.32,0,NA,15.3160919568966,6.74999999915625,NA,14.79999999904
2014-05-07,50,0.8,15.9692,9.55964,0.9284,1.2974,32.55001271,15.26666667,160,9,2,2.666666667,NA,NA,NA,11.66666667,13,1.666666667,2,3,1.906666667,0.366666667,0.266666667,0,NA,10.4803493426899,4.12499999948438,NA,14.79999999904
2014-05-07,50,1.6,15.413,9.64693,1.0038,1.5995,32.83722634,13.56666667,155.3333333,7,0.666666667,2,NA,NA,NA,11.66666667,13,1.666666667,2,2.213333333,2.073333333,0.203333333,0.263333333,0.213333333,NA,11.4496314443613,3.8333333335,NA,14.79999999904
2014-05-07,50,2.8,13.7993,9.30012,1.8845,1.6331,33.33813573,15.5,147,9.333333333,1,2.333333333,NA,NA,NA,11.66666667,13,1.666666667,2,5.556666667,1.8,0.193333333,2.496666667,0.38,NA,9.48387096774194,4.42857142906122,NA,14.79999999904
2014-05-07,50,3.8,10.7648,9.62683,2.5153,0.7603,34.28878954,11.53333333,156,7,1.333333333,2,NA,NA,NA,11.66666667,13,1.666666667,2,5.876666667,3.126666667,0,3.003333333,0.206666667,NA,13.5260115646029,4.1666666665,NA,14.79999999904
2014-05-07,50,5,9.3939,7.87703,5.6813,0.7771,34.28321511,11.9,153.6666667,10.66666667,1.666666667,3,1.8,NA,NA,11.66666667,13,1.666666667,2,6.83,2.86,0.193333333,3.63,0.04,NA,12.9131652689076,4.11111111233333,NA,14.79999999904
2014-05-07,50,5.2,9.1152,7.38178,6.1494,0.7939,34.43866922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.806666667,3.293333333,0,3.58,0.76,NA,NA,NA,NA,NA
2014-05-07,50,5.5,8.5317,7.02267,3.4992,0.9953,34.97882072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.376666667,3.19,0.16,4.71,0.026666667,NA,NA,NA,NA,NA
2014-05-07,50,5.8,8.3615,7.00611,2.3289,1.1296,35.11828745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,3.87,0,4.09,0.326666667,NA,NA,NA,NA,NA
2014-05-07,50,6,8.3528,6.86829,2.5153,0.7771,35.05400018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.633333333,3.666666667,0,3.56,0.573333333,NA,NA,NA,NA,NA
2014-05-07,50,6.2,8.2479,6.95398,1.7734,1.3645,35.17460994,10.2,194.6666667,15.66666667,2,2.333333333,NA,NA,NA,11.66666667,13,1.666666667,2,8.02,3.486666667,0,3.66,0.48,NA,19.0849673235294,7.57142857393877,NA,14.79999999904
2014-05-07,50,8,8.1798,6.8603,1.579,1.3142,35.24004346,9.8,144,18.33333333,3.666666667,1.666666667,NA,NA,NA,11.66666667,13,1.666666667,2,2.926666667,1.45,0.036666667,1.29,0.223333333,NA,14.6938775510204,13.19999999556,NA,14.79999999904
2014-05-07,50,9,8.1796,6.87789,1.3331,1.3645,35.18973278,12.4,177.6666667,16.66666667,3,1.666666667,1.8,NA,NA,11.66666667,13,1.666666667,2,2.776666667,1.066666667,0.023333333,1.226666667,0.28,NA,14.3279569919355,11.79999999964,NA,14.79999999904
2014-05-07,50,9.3,8.1774,6.87414,1.3608,1.5995,35.16241048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.636666667,1.393333333,0.103333333,1.2,0.08,NA,NA,NA,NA,NA
2014-05-08,50,0.1,20.2692,8.73321,0.6229,0.9449,33.9512671,11.2,172.5,11.5,3,2.5,1.9,NA,NA,10,13,1.5,2,1.78,0.62,0.07,0.48,0,NA,15.4017857142857,5.8,NA,15.3333333333333
2014-05-08,50,0.8,17.813,9.18452,0.6348,0.9449,32.73649305,15.5,158.5,8.5,2,2.5,NA,NA,NA,10,13,1.5,2,3.55,1.91,0.55,0.4,0,NA,10.2258064516129,4.2,NA,15.3333333333333
2014-05-08,50,1.6,15.2495,9.81921,1.3807,1.4485,32.21957138,14.5,154,7,1,2,NA,NA,NA,10,13,1.5,2,2.53,3.11,0.12,0,0.11,NA,10.6206896551724,4,NA,15.3333333333333
2014-05-08,50,2.8,13.4096,9.19582,2.3368,1.3142,33.85073112,17.6,147,8.5,1,2,NA,NA,NA,10,13,1.5,2,6.01,2.13,0,2.28,0.57,NA,8.35227272727273,4.75,NA,15.3333333333333
2014-05-08,50,3.8,11.5617,9.35717,2.5193,0.9281,34.23703252,11,156,7.5,1.5,2,NA,NA,NA,10,13,1.5,2,5.95,3.02,0,3.51,0.11,NA,14.1818181818182,4.5,NA,15.3333333333333
2014-05-08,50,5,9.5826,7.75248,4.0547,0.626,33.96227159,11.6,153.5,11,1.5,2.5,1.8,NA,NA,10,13,1.5,2,6.37,2.53,0.29,3.39,0,NA,13.2327586206897,5,NA,15.3333333333333
2014-05-08,50,5.2,9.3533,7.24201,3.9872,0.9114,34.00530413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,3.04,0,2.75,1.14,NA,NA,NA,NA,NA
2014-05-08,50,5.5,8.5596,7.46204,5.3917,0.7603,34.56296839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,2.75,0.24,4.14,0.04,NA,NA,NA,NA,NA
2014-05-08,50,5.8,8.412,7.51064,2.0234,1.0456,34.68136737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27,4.13,0,3.63,0.49,NA,NA,NA,NA,NA
2014-05-08,50,6,8.412,7.50664,1.9559,1.1967,34.62102653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02,4.12,0,3.33,0.82,NA,NA,NA,NA,NA
2014-05-08,50,6.2,8.4033,7.48604,1.948,1.1967,34.65715372,10.8,187,14.5,2,2,NA,NA,NA,10,13,1.5,2,8.6,3.85,0,3.48,0.68,NA,17.3148148148148,8.25,NA,15.3333333333333
2014-05-08,50,8,8.3421,7.42831,2.2217,0.9953,34.64210671,10,146,17.5,4,1.5,NA,NA,NA,10,13,1.5,2,3.54,1.74,0,1.6,0.31,NA,14.6,14.3333333333333,NA,15.3333333333333
2014-05-08,50,9,8.3311,7.41432,1.7496,1.3142,34.66491739,10.6,188.5,15,3,1.5,1.8,NA,NA,10,13,1.5,2,3.58,1.29,0,1.6,0.42,NA,17.7830188679245,12,NA,15.3333333333333
2014-05-08,50,9.3,8.3272,7.3835,1.8885,1.3142,34.60968911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,1.78,0.12,1.56,0.12,NA,NA,NA,NA,NA
2014-05-09,50,0.1,20.4072,8.51175,0.7776,0.7771,34.33751935,11,167.3333333,9,2,2.333333333,1.9,NA,NA,8.333333333,13,1.333333333,2,1.71,0.71125,0.0725,0.6325,0.03,NA,15.2121212090909,4.71428571495918,NA,16.00000000375
2014-05-09,50,0.8,18.4308,9.4029,0.9522,1.0121,32.994941,13.55,157,8,2,2.333333333,NA,NA,NA,8.333333333,13,1.333333333,2,3.32125,1.8825,0.63625,0.35,0,NA,11.5867158671587,4.28571428632653,NA,16.00000000375
2014-05-09,50,1.6,15.4071,9.89992,1.4164,1.5828,32.43685374,13.9,152.6666667,7,1.333333333,2,NA,NA,NA,8.333333333,13,1.333333333,2,2.91625,2.96125,0.105,0.225,0.09625,NA,10.9832134316547,4.1666666665,NA,16.00000000375
2014-05-09,50,2.8,13.0179,9.32934,2.2932,1.3981,34.47885966,15.85,147,7.666666667,1,1.666666667,NA,NA,NA,8.333333333,13,1.333333333,2,6.0375,2.10625,0,2.61375,0.51875,NA,9.27444794952681,5.19999999916,NA,16.00000000375
2014-05-09,50,3.8,11.2678,9.22904,2.7335,1.1463,34.40558168,11.25,156,8,1.666666667,2,NA,NA,NA,8.333333333,13,1.333333333,2,6.51,3.0525,0,3.61125,0.12625,NA,13.8666666666667,4.8333333335,NA,16.00000000375
2014-05-09,50,5,8.9328,7.56283,5.6099,0.8442,34.66760306,11.35,153.3333333,11.33333333,1.333333333,2,1.8,NA,NA,8.333333333,13,1.333333333,2,6.79125,2.94625,0.25375,3.3825,0.105,NA,13.509544784141,6.3333333315,NA,16.00000000375
2014-05-09,50,5.2,8.5719,7.82341,5.5027,1.0456,34.85561092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.40125,3.39625,0,2.73,1.24,NA,NA,NA,NA,NA
2014-05-09,50,5.5,8.5033,7.89483,3.3683,1.1128,34.92355226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70125,3.0025,0.21125,3.87625,0.40125,NA,NA,NA,NA,NA
2014-05-09,50,5.8,8.491,7.84968,2.6264,1.3813,34.76900605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00375,4.08625,0.0325,3.4825,0.66875,NA,NA,NA,NA,NA
2014-05-09,50,6,8.4863,7.85028,2.682,1.3813,34.78744956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.785,4.0775,0.0325,3.22,0.9575,NA,NA,NA,NA,NA
2014-05-09,50,6.2,8.4791,7.82397,2.5431,1.0456,34.77176249,10.65,179.3333333,13.33333333,2,1.666666667,NA,NA,NA,8.333333333,13,1.333333333,2,8.245,3.69375,0.015,3.30375,0.85375,NA,16.8388106384977,9.19999999616,NA,16.00000000375
2014-05-09,50,8,8.4275,7.8325,2.5907,1.3142,34.87871988,10.25,148,16.66666667,4.333333333,1.333333333,NA,NA,NA,8.333333333,13,1.333333333,2,3.77875,1.7625,0.01625,1.5575,0.53625,NA,14.4390243902439,15.7500000061875,NA,16.00000000375
2014-05-09,50,9,8.4173,7.83755,2.6582,1.2638,34.83621558,10.7,199.3333333,13.33333333,3,1.333333333,1.8,NA,NA,8.333333333,13,1.333333333,2,3.83,1.3975,0.02875,1.61,0.59125,NA,18.6292834859813,12.2500000005625,NA,16.00000000375
2014-05-09,50,9.3,8.4142,7.79754,2.4122,1.3813,34.9113646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66,1.8175,0.12375,1.5675,0.345,NA,NA,NA,NA,NA
2014-05-10,50,0.1,20.6814,8.53946,2.6383,1.096,34.08545676,10.8,162.1666667,6.5,1,2.166666667,1.9,NA,NA,6.666666667,13,1.166666667,2,1.64,0.8025,0.075,0.785,0.06,NA,15.0154321018519,3.46153846100592,NA,16.8571428526122
2014-05-10,50,0.8,19.5264,9.36021,2.5907,0.9449,32.91828179,11.6,155.5,7.5,2,2.166666667,NA,NA,NA,6.666666667,13,1.166666667,2,3.0925,1.855,0.7225,0.3,0,NA,13.4051724137931,4.38461538394083,NA,16.8571428526122
2014-05-10,50,1.6,15.9488,9.8897,2.8446,1.7674,32.42752025,13.3,151.3333333,7,1.666666667,2,NA,NA,NA,6.666666667,13,1.166666667,2,3.3025,2.8125,0.09,0.45,0.0825,NA,11.378446112782,4.3333333335,NA,16.8571428526122
2014-05-10,50,2.8,13.4364,9.11157,3.6024,1.566,34.2920505,14.1,147,6.833333333,1,1.333333333,NA,NA,NA,6.666666667,13,1.166666667,2,6.065,2.0825,0,2.9475,0.4675,NA,10.4255319148936,5.87500000121875,NA,16.8571428526122
2014-05-10,50,3.8,11.0397,9.05292,2.7058,0.7603,34.31212005,11.5,156,8.5,1.833333333,2,NA,NA,NA,6.666666667,13,1.166666667,2,7.07,3.085,0,3.7125,0.1425,NA,13.5652173913043,5.1666666665,NA,16.8571428526122
2014-05-10,50,5,8.7868,8.04554,4.4316,1.1128,34.80563178,11.1,153.1666667,11.66666667,1.166666667,1.5,1.8,NA,NA,6.666666667,13,1.166666667,2,7.2125,3.3625,0.2175,3.375,0.21,NA,13.7987988018018,8.555555558,NA,16.8571428526122
2014-05-10,50,5.2,8.6503,8.1657,3.531,1.096,34.92637484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6125,3.7525,0,2.71,1.34,NA,NA,NA,NA,NA
2014-05-10,50,5.5,8.6136,8.21477,2.8526,1.3142,34.72962845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8025,3.255,0.1825,3.6125,0.7625,NA,NA,NA,NA,NA
2014-05-10,50,5.8,8.625,8.17268,2.6502,1.0456,34.78340748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7375,4.0425,0.065,3.335,0.8475,NA,NA,NA,NA,NA
2014-05-10,50,6,8.6001,8.20918,2.7811,1.2974,34.8881434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,4.035,0.065,3.11,1.095,NA,NA,NA,NA,NA
2014-05-10,50,6.2,8.6043,8.20723,2.7772,1.3645,34.90148893,10.5,171.6666667,12.16666667,2,1.333333333,NA,NA,NA,6.666666667,13,1.166666667,2,7.89,3.5375,0.03,3.1275,1.0275,NA,16.349206352381,10.6250000051563,NA,16.8571428526122
2014-05-10,50,8,8.5724,8.20451,2.4796,1.331,34.81166392,10.5,150,15.83333333,4.666666667,1.166666667,NA,NA,NA,6.666666667,13,1.166666667,2,4.0175,1.785,0.0325,1.515,0.7625,NA,14.2857142857143,17.5714285638367,NA,16.8571428526122
2014-05-10,50,9,8.544,8.17396,2.3249,1.3645,35.12189758,10.8,210.1666667,11.66666667,3,1.166666667,1.8,NA,NA,6.666666667,13,1.166666667,2,4.08,1.505,0.0575,1.62,0.7625,NA,19.4598765462963,12.5714285706939,NA,16.8571428526122
2014-05-10,50,9.3,8.549,8.20684,2.8327,1.2974,34.89221636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,1.855,0.1275,1.575,0.57,NA,NA,NA,NA,NA
2014-05-12,50,0.1,20.5112,8.67577,0.7657,2.9591,33.82421238,10.85,157,4,0,2,1.9,NA,NA,5,13,1,2,1.57,0.89375,0.0775,0.9375,0.09,NA,14.4700460829493,2,NA,18
2014-05-12,50,0.8,18.7135,9.39737,1.1387,5.3258,31.86697864,13.4,154,7,2,2,NA,NA,NA,5,13,1,2,2.86375,1.8275,0.80875,0.25,0,NA,11.4925373134328,4.5,NA,18
2014-05-12,50,1.6,16.1946,9.9612,1.5116,1.6667,31.77715585,12.7,150,7,2,2,NA,NA,NA,5,13,1,2,3.68875,2.66375,0.075,0.675,0.06875,NA,11.8110236220472,4.5,NA,18
2014-05-12,50,2.8,13.5186,9.34216,2.5312,1.331,34.5407856,16.15,147,6,1,1,NA,NA,NA,5,13,1,2,6.0925,2.05875,0,3.28125,0.41625,NA,9.10216718266254,7,NA,18
2014-05-12,50,3.8,11.5803,9.39527,3.1818,1.331,34.51131168,13.4,156,9,2,2,NA,NA,NA,5,13,1,2,7.63,3.1175,0,3.81375,0.15875,NA,11.6417910447761,5.5,NA,18
2014-05-12,50,5,9.1706,7.46264,4.7212,0.7771,34.62444073,11.2,153,12,1,1,1.8,NA,NA,5,13,1,2,7.63375,3.77875,0.18125,3.3675,0.315,NA,13.6607142857143,13,NA,18
2014-05-12,50,5.2,8.9042,7.62093,4.5823,0.8274,34.72408762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82375,4.10875,0,2.69,1.44,NA,NA,NA,NA,NA
2014-05-12,50,5.5,8.7734,7.68468,3.5468,1.0792,34.74261828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90375,3.5075,0.15375,3.34875,1.12375,NA,NA,NA,NA,NA
2014-05-12,50,5.8,8.7517,7.70049,3.1104,1.3813,34.86734654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47125,3.99875,0.0975,3.1875,1.02625,NA,NA,NA,NA,NA
2014-05-12,50,6,8.747,7.69468,3.2334,1.1296,34.84860007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.315,3.9925,0.0975,3,1.2325,NA,NA,NA,NA,NA
2014-05-12,50,6.2,8.7446,7.68802,3.1104,1.3142,34.84964204,11.6,164,11,2,1,NA,NA,NA,5,13,1,2,7.535,3.38125,0.045,2.95125,1.20125,NA,14.1379310344828,13,NA,18
2014-05-12,50,8,8.7095,7.68551,3.0271,1.3142,34.92072347,9.95,152,15,5,1,NA,NA,NA,5,13,1,2,4.25625,1.8075,0.04875,1.4725,0.98875,NA,15.2763819095477,20,NA,18
2014-05-12,50,9,8.6937,7.63628,3.0549,1.0456,34.93214077,14,221,10,3,1,1.8,NA,NA,5,13,1,2,4.33,1.6125,0.08625,1.63,0.93375,NA,15.7857142857143,13,NA,18
2014-05-12,50,9.3,8.69,7.65205,2.797,1.3645,34.88353312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,1.8925,0.13125,1.5825,0.795,NA,NA,NA,NA,NA
2014-05-14,50,0.1,20.4878,9.52403,0.6665,1.0456,32.03583939,10.9,165,4,0.666666667,2.333333333,1.933333333,NA,NA,7,13.33333333,2,1.966666667,1.5,0.985,0.08,1.09,0.12,NA,15.1376146788991,2.00000000042857,NA,10.166666665
2014-05-14,50,0.8,18.5761,10.07274,0.9601,1.2974,31.01644492,15.2,173.3333333,6,1.666666667,2.333333333,NA,NA,NA,7,13.33333333,2,1.966666667,2.635,1.8,0.895,0.2,0,NA,11.4035087697368,3.28571428632653,NA,10.166666665
2014-05-14,50,1.6,16.7552,10.34144,1.2537,1.3142,31.76150334,12.1,152.3333333,7,2,2.333333333,NA,NA,NA,7,13.33333333,2,1.966666667,4.075,2.515,0.06,0.9,0.055,NA,12.589531677686,3.85714285769388,NA,10.166666665
2014-05-14,50,2.8,14.2305,9.53767,2.9755,1.3142,34.16417334,18.2,157.6666667,6,4.666666667,1.666666667,NA,NA,NA,7,13.33333333,2,1.966666667,6.12,2.035,0,3.615,0.365,NA,8.66300366483517,6.39999999892,NA,10.166666665
2014-05-14,50,3.8,11.5572,9.27434,3.408,1.0288,34.3937602,15.3,160.6666667,8.666666667,2,2.333333333,NA,NA,NA,7,13.33333333,2,1.966666667,8.19,3.15,0,3.915,0.175,NA,10.5010893267974,4.57142857222449,NA,10.166666665
2014-05-14,50,5,8.9744,7.42352,4.4474,1.1128,34.55811713,11.3,160,10.33333333,1,1.666666667,1.8,NA,NA,7,13.33333333,2,1.966666667,8.055,4.195,0.145,3.36,0.42,NA,14.1592920353982,6.79999999664,NA,10.166666665
2014-05-14,50,5.2,8.924,7.42602,3.7214,1.2638,34.68054764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.035,4.465,0,2.67,1.54,NA,NA,NA,NA,NA
2014-05-14,50,5.5,8.9064,7.44258,3.1818,1.0121,34.63139635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.005,3.76,0.125,3.085,1.485,NA,NA,NA,NA,NA
2014-05-14,50,5.8,8.8951,7.4348,3.4358,1.2974,34.65825884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.205,3.955,0.13,3.04,1.205,NA,NA,NA,NA,NA
2014-05-14,50,6,8.8873,7.42576,3.166,1.2638,34.60000278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08,3.95,0.13,2.89,1.37,NA,NA,NA,NA,NA
2014-05-14,50,6.2,8.877,7.41414,3.3683,1.1631,34.81602287,12.7,162,9.333333333,2,1.666666667,NA,NA,NA,7,13.33333333,2,1.966666667,7.18,3.225,0.06,2.775,1.375,NA,12.755905511811,6.79999999844,NA,10.166666665
2014-05-14,50,8,8.8401,7.39806,3.6698,1.331,34.65799631,9.4,151.6666667,12,4,1.666666667,NA,NA,NA,7,13.33333333,2,1.966666667,4.495,1.83,0.065,1.43,1.215,NA,16.1347517765957,9.59999999808,NA,10.166666665
2014-05-14,50,9,8.8261,7.37119,3.3009,1.2135,34.73052432,17.2,203.3333333,9.666666667,3,2,1.8,NA,NA,7,13.33333333,2,1.966666667,4.58,1.72,0.115,1.64,1.105,NA,11.8217054244186,6.3333333335,NA,10.166666665
2014-05-14,50,9.3,8.8243,7.37641,3.6024,1.2471,34.63277953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,1.93,0.135,1.59,1.02,NA,NA,NA,NA,NA
2014-05-15,50,0.1,20.4304,9.15429,2.793,1.6163,32.3565434,11.78,173,4,1.333333333,2.666666667,1.966666667,NA,NA,9,13.66666667,3,1.933333333,1.43,1.07625,0.0825,1.2425,0.15,NA,14.6859083191851,1.999999999625,NA,7.55555555666667
2014-05-15,50,0.8,18.6241,9.7735,2.3765,1.6499,31.25618331,14.68,192.6666667,5,1.333333333,2.666666667,NA,NA,NA,9,13.66666667,3,1.933333333,2.40625,1.7725,0.98125,0.15,0,NA,13.1244323365123,2.37499999957813,NA,7.55555555666667
2014-05-15,50,1.6,16.9623,10.24265,2.2019,1.3981,32.13017703,11.96,154.6666667,7,2,2.666666667,NA,NA,NA,9,13.66666667,3,1.933333333,4.46125,2.36625,0.045,1.125,0.04125,NA,12.9319955434783,3.37499999957813,NA,7.55555555666667
2014-05-15,50,2.8,14.6514,9.82473,2.4082,1.5828,33.6000256,17.16,168.3333333,6,8.333333333,2.333333333,NA,NA,NA,9,13.66666667,3,1.933333333,6.1475,2.01125,0,3.94875,0.31375,NA,9.80963480769231,6.14285714359184,NA,7.55555555666667
