"Date","Site","Depth","Temp_interp","DO_mgL_interp","Chla_interp","Turb_NTU_interp","SpCond_uScm_interp","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TN_TP","NH4NO3_SRP","TN_inf","TP_inf","NH4_inf","NO3NO2_inf","SRP_inf","DOC_inf","TN_TP_inf","NH4NO3_SRP_inf","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta","Kd","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median"
2013-10-04,50,9,13.141,9.88976,4.4408,8.16806666666667,52.4143325761025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-04,50,9.3,13.1222333333333,9.84482,4.86533333333333,8.638,52.6967297788959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,0.1,18.2120333333333,8.48575666666667,4.47913333333333,1.49323333333333,41.1485242525763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,0.8,18.2243333333333,8.46891,4.3165,1.39253333333333,41.2717496927926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,1.6,18.2163666666667,8.42384333333333,5.26866666666667,1.47646666666667,40.8763006013217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,2.8,17.9385333333333,7.55783,6.2076,1.8513,41.122729558225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,3.8,16.7966333333333,5.64358333333333,7.02356666666667,3.2333,42.2325801359378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,5,13.8477,9.79075333333333,11.6019,6.93716666666667,51.2207460271998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,5.2,13.6097,9.47374333333333,7.95983333333333,6.2937,51.7997936978394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,5.5,13.4199,8.94126,5.7143,5.81813333333333,53.0969301206613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,5.8,13.2834,8.77092,4.72646666666667,6.44476666666667,53.9345497099202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,6,13.2670666666667,8.78875666666667,4.49373333333333,6.69093333333333,53.9542264273339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,6.2,13.2359,8.82931666666667,4.14986666666667,7.59736666666667,54.0063877095233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,8,13.1768333333333,8.78481,4.0375,7.79876666666667,54.2593033160107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,9,13.1608,8.76697,3.7875,7.65333333333333,54.2451335344217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,50,9.3,13.1486666666667,8.74683,4.07716666666667,7.9722,54.4168676381793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-16,50,0.1,17.5697,8.62747,5.1377,1.5492,41.1958007194353,NA,24.5,10,4,5,NA,NA,2.8,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,0.8,17.5799,8.62533,5.1933,1.5492,41.2753884359053,NA,22.6,10,6,5,NA,NA,3.2,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,1.6,17.5777,8.54635,6.2367,1.5492,40.8902946488713,NA,20.8,9,4,1,NA,NA,13,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,2.8,17.3638,7.89167,6.9786,1.8345,41.094686360071,NA,20.8,17,6,1,NA,NA,23,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,3.8,16.8997,6.27626,6.1534,2.892,40.3572611140628,NA,21.7,11,5,5,NA,NA,3.2,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,5,14.0855,9.33455,13.9572,6.249,51.5500016076398,NA,19.8,93,14,5,NA,NA,21.4,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,5.2,13.7505,8.83541,8.8075,5.2754,52.5795750550017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,5.5,13.4963,7.99243,5.8201,4.4026,54.2957635440631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,5.8,13.3266,7.70113,4.3324,5.1915,55.4567134073201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,6,13.2894,7.7492,3.9555,5.7286,55.6142243775095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,6.2,13.2658,7.77595,3.3445,6.8029,55.6117789734602,NA,16.1,438,36,6,NA,NA,79,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,8,13.2,7.71148,3.2652,7.105,55.9501045674008,NA,18,502,30,5,NA,NA,106.4,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,9,13.1806,7.64418,3.1342,7.1386,56.0759344927409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-16,50,9.3,13.1751,7.64884,3.289,7.3064,56.1370054974627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222
2013-10-23,50,0.1,15.1589,8.43282,4.8838,2.6066,41.5970203451455,NA,36,8,5,5,NA,NA,2.6,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,0.8,15.1604,8.4423,5.0148,2.657,41.5157400718003,NA,NA,6,4,NA,NA,NA,NA,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,1.6,15.1618,8.45116,5.4472,2.6738,41.5889854525798,NA,36.9,8,4,5,NA,NA,2.4,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,2.8,15.1546,8.44445,5.8598,2.6234,41.669687572749,NA,19.2,6,0,5,NA,NA,1.2,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,3.8,15.1375,8.29537,6.0661,2.7073,41.4956206751568,NA,16.4,11,6,6,NA,NA,2.83333333333333,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,5,14.0126,8.79854,4.2094,5.2251,52.2018636529855,NA,17.4,89,9,6,NA,NA,16.3333333333333,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,5.2,13.8441,9.33296,2.6899,6.7357,53.141986786472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,5.5,13.6576,9.48735,2.1345,7.0043,54.696388950901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,5.8,13.6105,9.55897,1.7377,7.5078,54.6872452547288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,6,13.5906,9.63546,1.6862,7.575,54.9294889684368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,6.2,13.5764,9.65444,1.6147,7.5414,54.9424844352057,NA,15.5,462,32,7,NA,NA,70.5714285714286,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,8,13.5415,9.6795,1.4719,7.8939,55.2306048069453,NA,13.6,486,40,5,NA,NA,105.2,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,9,13.5333,9.60264,1.4719,8.1457,55.0885346822401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-23,50,9.3,13.5307,9.60241,1.4838,7.7764,55.3651983195507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717
2013-10-30,50,0.1,13.3158,9.20845,5.4393,2.1702,42.2654953688944,NA,28,20,7,4,NA,NA,6.75,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,0.8,13.3085,9.12604,5.9352,2.2374,42.4934686172717,NA,24.5,23,7,5,NA,NA,6,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,1.6,12.8348,8.9556,5.6178,2.4052,42.4724926120767,NA,25.3,31,8,4,NA,NA,9.75,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,2.8,12.5489,8.64732,6.1058,2.6402,42.2960878514386,NA,19.2,40,9,4,NA,NA,12.25,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,3.8,12.4496,8.91379,5.7844,2.6234,42.7067207851516,NA,19.2,43,9,5,NA,NA,10.4,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,5,12.4196,9.01458,6.1097,2.8081,42.5632799674867,NA,20.1,54,8,6,NA,NA,10.3333333333333,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,5.2,12.4182,9.00999,5.9868,2.8584,42.5451727119102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,5.5,12.4157,9.01283,6.2407,2.8248,42.6373618330486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,5.8,12.4141,8.98936,6.2248,2.8081,42.5747638611749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,6,12.4133,9.00845,6.3637,3.0263,42.7108635911738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,6.2,12.4127,9.00708,6.2962,2.7913,42.5568427669424,NA,17.4,54,9,6,NA,NA,10.5,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,8,12.4083,8.96678,5.9987,2.8584,42.3496961870354,NA,20.1,56,11,5,NA,NA,13.4,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,9,12.4081,8.87772,6.201,3.1102,42.3656314867552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2013-10-30,50,9.3,12.4081,8.9077,6.0066,3.0095,42.6316504561302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479
2014-05-05,50,0.1,16.9798,8.70707,0.4959,1.5492,34.4844922176433,188,13.7,19,6,3,1.9,13.7226277372263,8.33333333333333,NA,NA,15,13,2,2,NA,14,0.67,0,0.67,0,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,0.8,15.6962,9.1226,0.6665,1.5828,33.538519432543,163,16.2,10,2,3,NA,10.0617283950617,4,NA,NA,15,13,2,2,NA,14,1.9,1.9,0,0,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,1.6,14.4298,9.35312,1.6703,1.5492,33.0343813361475,158,13.5,7,0,2,NA,11.7037037037037,3.5,NA,NA,15,13,2,2,NA,14,1.58,0,0.37,0.79,0.42,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,2.8,12.6352,8.99849,1.952,1.5324,34.5089482466518,147,14.9,11,1,3,NA,9.86577181208054,4,NA,NA,15,13,2,2,NA,14,4.65,1.14,0.58,2.93,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,3.8,10.4671,9.42628,3.0073,0.9953,34.3590289332569,156,13.6,6,1,2,NA,11.4705882352941,3.5,NA,NA,15,13,2,2,NA,14,5.73,3.34,0,1.99,0.4,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,5,9.0168,7.63617,3.6024,0.8274,34.387562959098,154,12.8,10,2,4,1.8,12.03125,3,NA,NA,15,13,2,2,NA,14,7.75,3.52,0,4.11,0.12,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,5.2,8.8641,7.3177,3.5468,0.7771,34.4234296545507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,3.8,0,5.24,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,5.5,8.5949,6.90958,3.0946,0.7099,34.4307849944177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93,4.07,0,5.85,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,5.8,8.3766,6.63495,2.3249,0.8946,34.3526804506994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.36,3.35,0,5.01,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,6,8.2895,6.53541,1.4283,1.0288,34.5611768116082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,2.76,0,4.02,0.08,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,6.2,8.2068,6.40155,1.2418,1.0121,34.7748887346141,210,14.9,18,2,3,NA,14.0939597315436,6.66666666666667,NA,NA,15,13,2,2,NA,14,6.86,2.76,0,4.02,0.08,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,8,7.8383,5.39294,0.6308,1.0121,35.8256693395307,140,9.1,20,3,2,NA,15.3846153846154,11.5,NA,NA,15,13,2,2,NA,14,1.7,0.87,0.11,0.67,0.05,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,9,7.6969,5.26911,0.5912,1.2974,35.8842372054975,156,10.8,20,3,2,1.8,14.4444444444444,11.5,NA,NA,15,13,2,2,NA,14,1.17,0.62,0.07,0.48,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,50,9.3,7.6701,5.07012,0.5039,1.5156,36.0570602424449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.62,0.07,0.48,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
